mass_bin_center,result_WR1000_N100,result_WR1000_N200,result_WR1000_N300,result_WR1000_N400,result_WR1000_N500,result_WR1000_N600,result_WR1000_N700,result_WR1000_N800,result_WR1000_N900
10493.672456575681,0,0,0,0,0,0,0,0,0
10503.680727874276,0,0,0,0,0,0,0,0,0
10513.68899917287,0,0,0,0,0,0,0,0,0
10523.697270471464,0,0,0,0,0,0,0,0,0
10533.705541770058,0,0,0,0,0,0,0,0,0
10543.71381306865,0,0,0,0,0,0,0,0,0
10553.722084367246,0,0,0,0,0,0,0,0,0
10563.730355665839,0,0,0,0,0,0,0,0,0
10573.738626964434,0,0,0,0,0,0,0,0,0
10583.746898263027,0,0,0,0,0,0,0,0,0
10593.75516956162,0,0,0,0,0,0,0,0,0
10603.763440860215,0,0,0,0,0,0,0,0,0
10613.771712158808,0,0,0,0,0,0,0,0,0
10623.779983457403,0,0,0,0,0,0,0,0,0
10633.788254755997,0,0,0,0,0,0,0,0,0
10643.79652605459,0,0,0,0,0,0,0,0,0
10653.804797353185,0,0,0,0,0,0,0,0,0
10663.813068651778,0,0,0,0,0,0,0,0,0
10673.821339950373,0,0,0,0,0,0,0,0,0
10683.829611248966,0,0,0,0,0,0,0,0,0
10693.83788254756,0,0,0,0,0,0,0,0,0
10703.846153846152,0,0,0,0,0,0,0,0,0
10713.854425144747,0,0,0,0,0,0,0,0,0
10723.862696443342,0,0,0,0,0,0,0,0,0
10733.870967741936,0,0,0,0,0,0,0,0,0
10743.879239040529,0,0,0,0,0,0,0,0,0
10753.887510339122,0,0,0,0,0,0,0,0,0
10763.895781637717,0,0,0,0,0,0,0,0,0
10773.904052936312,0,0,0,0,0,0,0,0,0
10783.912324234905,0,0,0,0,0,0,0,0,0
10793.920595533498,0,0,0,0,0,0,0,0,0
10803.928866832091,0,0,0,0,0,0,0,0,0
10813.937138130686,0,0,0,0,0,0,0,0,0
10823.945409429281,0,0,0,0,0,0,0,0,0
10833.953680727875,0,0,0,0,0,0,0,0,0
10843.961952026468,0,0,0,0,0,0,0,0,0
10853.970223325061,0,0,0,0,0,0,0,0,0
10863.978494623656,0,0,0,0,0,0,0,0,0
10873.98676592225,0,0,0,0,0,0,0,0,0
10883.995037220844,0,0,0,0,0,0,0,0,0
10894.003308519437,0,0,0,0,0,0,0,0,0
10904.01157981803,0,0,0,0,0,0,0,0,0
10914.019851116625,0,0,0,0,0,0,0,0,0
10924.028122415219,0,0,0,0,0,0,0,0,0
10934.036393713814,0,0,0,0,0,0,0,0,0
10944.044665012407,0,0,0,0,0,0,0,0,0
10954.052936311,0,0,0,0,0,0,0,0,0
10964.061207609595,0,0,0,0,0,0,0,0,0
10974.069478908188,0,0,0,0,0,0,0,0,0
10984.077750206783,0,0,0,0,0,0,0,0,0
10994.086021505376,0,0,0,0,0,0,0,0,0
11004.09429280397,0,0,0,0,0,0,0,0,0
11014.102564102564,0,0,0,0,0,0,0,0,0
11024.110835401158,0,0,0,0,0,0,0,0,0
11034.119106699753,0,0,0,0,0,0,0,0,0
11044.127377998346,0,0,0,0,0,0,0,0,0
11054.135649296939,0,0,0,0,0,0,0,0,0
11064.143920595532,0,0,0,0,0,0,0,0,0
11074.152191894127,0,0,0,0,0,0,0,0,0
11084.160463192722,0,0,0,0,0,0,0,0,0
11094.168734491315,0,0,0,0,0,0,0,0,0
11104.177005789908,0,0,0,0,0,0,0,0,0
11114.185277088502,0,0,0,0,0,0,0,0,0
11124.193548387097,0,0,0,0,0,0,0,0,0
11134.201819685692,0,0,0,0,0,0,0,0,0
11144.210090984285,0,0,0,0,0,0,0,0,0
11154.218362282878,0,0,0,0,0,0,0,0,0
11164.226633581471,0,0,0,0,0,0,0,0,0
11174.234904880066,0,0,0,0,0,0,0,0,0
11184.243176178661,0,0,0,0,0,0,0,0,0
11194.251447477254,0,0,0,0,0,0,0,0,0
11204.259718775847,0,0,0,0,0,0,0,0,0
11214.26799007444,0,0,0,0,0,0,0,0,0
11224.276261373036,0,0,0,0,0,0,0,0,0
11234.284532671629,0,0,0,0,0,0,0,0,0
11244.292803970224,0,0,0,0,0,0,0,0,0
11254.301075268817,0,0,0,0,0,0,0,0,0
11264.30934656741,0,0,0,0,0,0,0,0,0
11274.317617866005,0,0,0,0,0,0,0,0,0
11284.325889164598,0,0,0,0,0,0,0,0,0
11294.334160463193,0,0,0,0,0,0,0,0,0
11304.342431761786,0,0,0,0,0,0,0,0,0
11314.35070306038,0,0,0,0,0,0,0,0,0
11324.358974358975,0,0,0,0,0,0,0,0,0
11334.367245657568,0,0,0,0,0,0,0,0,0
11344.375516956163,0,0,0,0,0,0,0,0,0
11354.383788254756,0,0,0,0,0,0,0,0,0
11364.39205955335,0,0,0,0,0,0,0,0,0
11374.400330851944,0,0,0,0,0,0,0,0,0
11384.408602150537,0,0,0,0,0,0,0,0,0
11394.416873449132,0,0,0,0,0,0,0,0,0
11404.425144747725,0,0,0,0,0,0,0,0,0
11414.433416046319,0,0,0,0,0,0,0,0,0
11424.441687344912,0,0,0,0,0,0,0,0,0
11434.449958643507,0,0,0,0,0,0,0,0,0
11444.458229942102,0,0,0,0,0,0,0,0,0
11454.466501240695,0,0,0,0,0,0,0,0,0
11464.474772539288,0,0,0,0,0,0,0,0,0
11474.483043837881,0,0,0,0,0,0,0,0,0
11484.491315136476,0,0,0,0,0,0,0,0,0
11494.499586435071,0,0,0,0,0,0,0,0,0
11504.507857733664,0,0,0,0,0,0,0,0,0
11514.516129032258,0,0,0,0,0,0,0,0,0
11524.52440033085,0,0,0,0,0,0,0,0,0
11534.532671629446,0,0,0,0,0,0,0,0,0
11544.54094292804,0,0,0,0,0,0,0,0,0
11554.549214226634,0,0,0,0,0,0,0,0,0
11564.557485525227,0,0,0,0,0,0,0,0,0
11574.56575682382,0,0,0,0,0,0,0,0,0
11584.574028122415,0,0,0,0,0,0,0,0,0
11594.582299421008,0,0,0,0,0,0,0,0,0
11604.590570719603,0,0,0,0,0,0,0,0,0
11614.598842018197,0,0,0,0,0,0,0,0,0
11624.60711331679,0,0,0,0,0,0,0,0,0
11634.615384615385,0,0,0,0,0,0,0,0,0
11644.623655913978,0,0,0,0,0,0,0,0,0
11654.631927212573,0,0,0,0,0,0,0,0,0
11664.640198511166,0,0,0,0,0,0,0,0,0
11674.64846980976,0,0,0,0,0,0,0,0,0
11684.656741108354,0,0,0,0,0,0,0,0,0
11694.665012406947,0,0,0,0,0,0,0,0,0
11704.673283705542,0,0,0,0,0,0,0,0,0
11714.681555004136,0,0,0,0,0,0,0,0,0
11724.689826302729,0,0,0,0,0,0,0,0,0
11734.698097601324,0,0,0,0,0,0,0,0,0
11744.706368899917,0,0,0,0,0,0,0,0,0
11754.714640198512,0,0,0,0,0,0,0,0,0
11764.722911497105,0,0,0,0,0,0,0,0,0
11774.731182795698,0,0,0,0,0,0,0,0,0
11784.739454094291,0,0,0,0,0,0,0,0,0
11794.747725392886,0,0,0,0,0,0,0,0,0
11804.755996691481,0,0,0,0,0,0,0,0,0
11814.764267990075,0,0,0,0,0,0,0,0,0
11824.772539288668,0,0,0,0,0,0,0,0,0
11834.780810587261,0,0,0,0,0,0,0,0,0
11844.789081885856,0,0,0,0,0,0,0,0,0
11854.797353184451,0,0,0,0,0,0,0,0,0
11864.805624483044,0,0,0,0,0,0,0,0,0
11874.813895781637,0,0,0,0,0,0,0,0,0
11884.82216708023,0,0,0,0,0,0,0,0,0
11894.830438378825,0,0,0,0,0,0,0,0,0
11904.83870967742,0,0,0,0,0,0,0,0,0
11914.846980976014,0,0,0,0,0,0,0,0,0
11924.855252274607,0,0,0,0,0,0,0,0,0
11934.8635235732,0,0,0,0,0,0,0,0,0
11944.871794871795,0,0,0,0,0,0,0,0,0
11954.880066170388,0,0,0,0,0,0,0,0,0
11964.888337468983,0,0,0,0,0,0,0,0,0
11974.896608767576,0,0,0,0,0,0,0,0,0
11984.90488006617,0,0,0,0,0,0,0,0,0
11994.913151364764,0,0,0,0,0,0,0,0,0
12004.921422663358,0,0,0,0,0,0,0,0,0
12014.929693961953,0,0,0,0,0,0,0,0,0
12024.937965260546,0,0,0,0,0,0,0,0,0
12034.946236559139,0,0,0,0,0,0,0,0,0
12044.954507857734,0,0,0,0,0,0,0,0,0
12054.962779156327,0,0,0,0,0,0,0,0,0
12064.971050454922,0,0,0,0,0,0,0,0,0
12074.979321753515,0,0,0,0,0,0,0,0,0
12084.987593052108,0,0,0,0,0,0,0,0,0
12094.995864350703,0,0,0,0,0,0,0,0,0
